"timestamp","flight","code","track","id","lon","lat","alt","dist"
2015-12-12 11:12:37,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.36973,34.01595,4225,8047.80070922463
2015-12-12 11:12:25,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.36973,34.01595,4875,8047.80070922463
2015-12-12 11:12:21,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.37359,34.01573,5350,7690.81699974978
2015-12-12 11:12:19,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.37929,34.01549,5500,7164.43930189375
2015-12-12 11:12:16,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.37929,34.01549,5550,7164.43930189375
2015-12-12 11:12:09,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.38822,34.01505,5625,6339.24954354932
2015-12-12 11:12:04,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.39579,34.01468,6050,5639.81746726542
2015-12-12 11:12:00,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.40103,34.01442,6075,5155.67036164395
2015-12-12 11:11:59,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.40487,34.01418,6225,4800.389764099
2015-12-12 11:11:56,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.40622,34.01408,6300,4675.32616483186
2015-12-12 11:11:54,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.40876,34.01395,6350,4440.628762477
2015-12-12 11:11:53,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.40941,34.0139,6425,4380.39380986129
2015-12-12 11:11:52,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.41488,34.01358,6450,3874.57395566996
2015-12-12 11:11:49,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.41488,34.01358,6500,3874.57395566996
2015-12-12 11:11:47,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.41866,34.01335,6600,3524.95980344666
2015-12-12 11:11:45,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.42123,34.01325,6700,3287.9212281923
2015-12-12 11:11:44,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.42186,34.01321,6750,3229.64172335305
2015-12-12 11:11:43,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.42651,34.01294,6775,2799.82081589829
2015-12-12 11:11:40,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.42651,34.01294,6800,2799.82081589829
2015-12-12 11:11:39,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.42936,34.01279,6850,2536.63047573061
2015-12-12 11:11:38,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.43077,34.01271,6900,2406.37059692374
2015-12-12 11:11:37,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.43267,34.01257,6950,2230.43869775646
2015-12-12 11:11:35,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.4341,34.01251,6950,2098.65672158877
2015-12-12 11:11:34,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.43548,34.01239,6975,1970.64635001041
2015-12-12 11:11:33,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.44198,34.01202,7025,1370.86542824673
2015-12-12 11:11:30,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.44198,34.01202,7050,1370.86542824673
2015-12-12 11:11:29,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.44321,34.01193,7100,1257.171805229
2015-12-12 11:11:28,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.44749,34.01167,7125,863.188986259032
2015-12-12 11:11:25,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.44749,34.01167,7175,863.188986259032
2015-12-12 11:11:24,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.45027,34.01147,7175,607.851321875496
2015-12-12 11:11:22,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.45562,34.01116,7225,146.810442165251
2015-12-12 11:11:20,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.45562,34.01116,7275,146.810442165251
2015-12-12 11:11:17,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.45924,34.01102,7325,255.711506537693
2015-12-12 11:11:16,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.46345,34.01093,7400,631.648736373824
2015-12-12 11:11:14,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.46403,34.01088,7450,684.052954851957
2015-12-12 11:11:12,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.47129,34.01111,7450,1353.43608743235
2015-12-12 11:11:09,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.47129,34.01111,7500,1353.43608743235
2015-12-12 11:11:08,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.47216,34.01116,7550,1433.90623163223
2015-12-12 11:11:04,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.47811,34.01158,7600,1984.9212825892
2015-12-12 11:11:01,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.48262,34.01184,7650,2402.07176917866
2015-12-12 11:11:00,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.48795,34.01218,7675,2895.35155684365
2015-12-12 11:10:58,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.48795,34.01218,7725,2895.35155684365
2015-12-12 11:10:57,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.48951,34.01225,7725,3039.47389429833
2015-12-12 11:10:56,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.4927,34.01241,7750,3334.33502484207
2015-12-12 11:10:55,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.4927,34.01241,7800,3334.33502484207
2015-12-12 11:10:53,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.49813,34.01274,7825,3836.72921088674
2015-12-12 11:10:52,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.49813,34.01274,7850,3836.72921088674
2015-12-12 11:10:51,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.50246,34.01299,7925,4237.23948992426
2015-12-12 11:10:49,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.50246,34.01299,7950,4237.23948992426
2015-12-12 11:10:48,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.50323,34.01302,8025,4308.34327264715
2015-12-12 11:10:47,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.50526,34.01312,8075,4495.97155602781
2015-12-12 11:10:45,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.50902,34.01335,8100,4843.86386130146
2015-12-12 11:10:44,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.50902,34.01335,8150,4843.86386130146
2015-12-12 11:10:43,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.51322,34.01358,8200,5232.2482735006
2015-12-12 11:10:42,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.51322,34.01358,8225,5232.2482735006
2015-12-12 11:10:41,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.51398,34.01363,8250,5302.59487785123
2015-12-12 11:10:40,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.51552,34.01372,8275,5445.04801961843
2015-12-12 11:10:39,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.51707,34.01381,8300,5588.42134768257
2015-12-12 11:10:36,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.52174,34.01413,8375,6020.78474569186
2015-12-12 11:10:35,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.5327,34.01484,8425,7035.16197973487
2015-12-12 11:10:32,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.5327,34.01484,8450,7035.16197973487
2015-12-12 11:10:31,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.5327,34.01484,8525,7035.16197973487
2015-12-12 11:10:30,"AAL155","AB15BA",0,"AB15BAAAL1550",-118.5327,34.01484,8550,7035.16197973487
